title,date,authors,keyword,Unnamed: 4
Low noise voltage reference for MEMS acceleration sensor readout circuit,October 2016,Wen-Jie Zhang,"acceleration,CMOS integrated circuits,low-pass filters,microsensors,readout electronics,reference circuits",
A low-Power PGA with DC-Offset Cancellation in 65 nm CMOS process,October 2016,Qianqian Li,"amplifiers,CMOS integrated circuits,Long Term Evolution,low-power electronics",
"Design of high-gain, low-power amplifier for MEMS acceleration sensor readout circuit",October 2016,Xiang-Liang Jin,"clocks,CMOS analogue integrated circuits,digital readout,low-power electronics,micromechanical devices,power amplifiers",
Temperature and process independent Voltage Controlled Oscillator circuit,October 2016,Gong Xiaowu,voltage-controlled oscillators,
RC polyphase filter as complex analog Hilbert filter,October 2016,Yoshiro Tamura,"filters,RC circuits",
A digital multiplexing and real-time refresh dimming control circuit used in LED driver for multiple LED strings,October 2016,Kezhi Li,"clocks,digital control,LED lamps,lighting control,multiplexing",
Automatic design of operational amplifier by combination method of function block,October 2016,Kaztuo Okochi,"electronic design automation,genetic algorithms,integrated circuit design,learning (artificial intelligence),operational amplifiers",
A hysteretic buck DC-DC converter achieving 90% peak efficiency with light-load current of 0.1?10 mA,October 2016,Jiameng Qu,"CMOS integrated circuits,DC-DC power convertors,nanoelectronics",
The design of digital demodulator based on dynamic threshold,October 2016,Xingxing Zhang,"demodulators,radiofrequency identification",
Social Media spatial monitor of Coup Attempt in the Republic of Turkey,July 2017,Ayse Giz G��lnerman,"Global Positioning System,Internet,social networking (online)",
Cooperative Q-Learning for Rejection of Persistent Adversarial Inputs in Networked Linear Quadratic Systems,April 2018,Kyriakos G. Vamvoudakis,"closed loop systems,control system synthesis,game theory,learning (artificial intelligence),Lyapunov methods,nonlinear control systems,optimal control,stability",
"Small-Scale, Local Area, and Transitional Millimeter Wave Propagation for 5G Communications",December 2017,Theodore S. Rappaport,"5G mobile communication,antenna radiation patterns,beam steering,correlation methods,directive antennas,electromagnetic wave diffraction,log normal distribution,microwave antenna arrays,microwave propagation,millimetre wave antenna arrays,millimetre wave propagation,MIMO communication,mobile antennas,mobile radio,omnidirectional antennas,receiving antennas,Rician channels,UHF radio propagation",
Overview of Millimeter Wave Communications for Fifth-Generation (5G) Wireless Networks?With a Focus on Propagation Models,December 2017,Theodore S. Rappaport,"5G mobile communication,millimetre wave propagation",
CMOS Ultralow Power Brain Signal Acquisition Front-Ends: Design and Human Testing,October 2017,Alireza Karimi-Bidhendi,"brain-computer interfaces,CMOS integrated circuits,electroencephalography,low noise amplifiers,low-power electronics,medical signal detection,MOSFET,neurophysiology,operational amplifiers,prosthetics",
Error Concealment for Cloud?Based and Scalable Video Coding of HD Videos,01 Oct.-Dec. 2019,Muhammad Usman,"cloud computing,high definition video,Internet,multi-threading,parallel processing,video coding,video streaming",
Hybrid Analog?Digital Precoding Design for Secrecy mmWave MISO-OFDM Systems,November 2017,Yahia R. Ramadan,"channel coding,iterative methods,millimetre wave antenna arrays,MIMO communication,OFDM modulation,precoding,probability,telecommunication network reliability,telecommunication security,wireless channels",
Decentralized Caching and Coded Delivery With Distinct Cache Capacities,November 2017,Mohammad Mohammadi Amiri,"cache storage,mobile radio,telecommunication traffic",
Coded Slotted ALOHA for Erasure Channels: Design and Throughput Analysis,November 2017,Zhuo Sun,"access protocols,channel coding,mobile radio,statistical distributions,telecommunication traffic",
Large System Analysis of Resource Allocation in Heterogeneous Networks With Wireless Backhaul,November 2017,Wenchao Xia,"antenna arrays,cellular radio,femtocellular radio,least mean squares methods,MIMO communication,precoding,radio access networks,radiofrequency interference,resource allocation",
Dynamic Spectrum Access in Time-Varying Environment: Distributed Learning Beyond Expectation Optimization,December 2017,Yuhua Xu,"game theory,learning (artificial intelligence),optimisation,quality of service,radio spectrum management,wireless channels",
Wireless Energy Harvesting Using Signals From Multiple Fading Channels,November 2017,Yunfei Chen,"energy harvesting,probability,radio receivers,Rayleigh channels,Rician channels,telecommunication power management",
On the Remarkable Performance of the Series-Resonance CMOS Oscillator,February 2018,Federico Pepe,"CMOS integrated circuits,harmonic oscillators (circuits),phase noise",
Solution to Delayed FBSDEs and Application to the Stochastic LQ Problem With Input Delay,June 2018,Juanjuan Xu,"delays,differential equations,linear quadratic control,Riccati equations,stochastic processes,stochastic systems",
Passivity-Based Thermohygrometric Control in Buildings,September 2018,Charles Chukwunyem Okaeme,"building management systems,closed loop systems,computational fluid dynamics,control system synthesis,feedback,feedforward,heat transfer,PI control,robust control,stability,temperature control",
Learning-Based Hierarchical Distributed HVAC Scheduling With Operational Constraints,September 2018,Nikitha Radhakrishnan,"building management systems,energy conservation,energy consumption,energy management systems,HVAC,learning (artificial intelligence)",
Adaptive Trajectory Tracking Control of a Fully Actuated Surface Vessel With Asymmetrically Constrained Input and Output,September 2018,Zewei Zheng,"adaptive control,control nonlinearities,control system synthesis,Lyapunov methods,marine control,ships,stability,time-varying systems,trajectory control,uncertain systems",
An End-to-End Compression Framework Based on Convolutional Neural Networks,October 2018,Feng Jiang,"computer vision,data compression,image coding,image reconstruction,image representation,learning (artificial intelligence),neural nets",
Deep Hybrid Similarity Learning for Person Re-Identification,November 2018,Jianqing Zhu,"cameras,feature extraction,learning (artificial intelligence),neural nets",
Sensitivity Analysis for Non-Interactive Differential Privacy: Bounds and Efficient Algorithms,01 Jan.-Feb. 2020,Ali Inan,"computational complexity,data privacy,graph theory,query processing",
Particle in a Box: An Experiential Environment for Learning Introductory Quantum Mechanics,February 2018,Aditya Anupam,"computer aided instruction,computer games,educational courses,physics computing,physics education,quantum theory,teaching",
Effective Learner-Centered Approach for Teaching an Introductory Digital Systems Course,February 2018,Piotr D?biec,"computer aided instruction,computer science education,distance learning,educational courses,Internet,teaching",
Modeling of Asymmetric Differential Striplines Including Crossing Junction Discontinuities,February 2018,Ihsan Erdin,"high-speed integrated circuits,integrated circuit interconnections,integrated circuit modelling,microwave integrated circuits,strip lines,transmission lines",
A Design Method for Synthesizing Miniaturized FSS Using Lumped Reactive Components,April 2018,Ning Liu,"capacitors,equivalent circuits,frequency response,frequency selective surfaces,inductors",
Test case generation from BPMN models for automated testing of Web-based BPM applications,July 2017,J��ssica Lasch de Moura,"Internet,program testing",
"PADS: Design and Implementation of a Cloud-Based, Immersive Learning Environment for Distributed Systems Algorithms",01 Jan.-March 2018,Yogesh D. Barve,"cloud computing,computer aided instruction,peer-to-peer computing,software product lines,teaching",
Towards Data-Driven Learning Paths to Develop Computational Thinking with Scratch,01 Jan.-March 2020,Jes?s Moreno-Le?n,"computer aided instruction,computer science education,educational institutions,teaching",
A 2-D Space-Variant Motion Estimation and Compensation Method for Ultrahigh-Resolution Airborne Stepped-Frequency SAR With Long Integration Time,November 2017,Jianlai Chen,"airborne radar,image resolution,motion compensation,motion estimation,radar imaging,radar resolution,synthetic aperture radar",
Infrared Dim and Small Target Detection Based on Stable Multisubspace Learning in Heterogeneous Scene,October 2017,Xiaoyang Wang,"image colour analysis,infrared imaging,learning (artificial intelligence),object detection,optimisation",
A New Approach for Detecting Urban Centers and Their Spatial Structure With Nighttime Light Remote Sensing,November 2017,Zuoqi Chen,"geophysical techniques,remote sensing",
A Fast Cloud Detection Algorithm Applicable to Monitoring and Nowcasting of Daytime Cloud Systems,November 2017,Xiao-Yong Zhuge,"clouds,geophysical signal processing,remote sensing",
The role of information and innovative technology for rehabilitation of children with Autism: A Systematic Literature Review,July 2017,Muhammad Shoaib,"diseases,medical disorders,patient rehabilitation,virtual reality",
Nonlinear System Modeling Using RBF Networks for Industrial Application,March 2018,Xi Meng,"convergence,effluents,error correction,iterative methods,learning (artificial intelligence),production engineering computing,radial basis function networks,support vector machines,wastewater treatment,water quality",
Fractional Spectral Analysis of Randomly Sampled Signals and Applications,November 2017,Liyun Xu,"estimation theory,Fourier analysis,jitter,radar signal processing,signal sampling,spectral analysis",
Regular Hilberg Processes: An Example of Processes With a Vanishing Entropy Rate,October 2017,?ukasz D?bowski,entropy,
On the Non-Existence of Unbiased Estimators in Constrained Estimation Problems,August 2018,Anelia Somekh-Baruch,"estimation theory,statistical distributions",
